mile_marker,latitude,longitude
2100,45.50830760886637,-121.8684580577369
2110,45.59221108624411,-121.81984401517697
2120,45.669758906697005,-121.85373397508968
2130,45.667099174310216,-121.9785822512969
2140,45.74841401328092,-122.03597958286981
2150,45.80630384647974,-121.98466913934648
2160,45.815852076220345,-121.86616514711797
2170,45.879179519493995,-121.78680010028896
2180,45.97869497213869,-121.79996897043785
2190,46.092029679202305,-121.76495262030323
2200,46.13247445789699,-121.66809206281386
2210,46.180892524884385,-121.57643266470751
2220,46.26461022632963,-121.51592108804317
2230,46.37262537606229,-121.50035169829788
2240,46.41858006163754,-121.39946580814077
2250,46.50479615113344,-121.46331190082726
2260,46.57457038697681,-121.41192712870468
2270,46.650124575124785,-121.39031223823329
2280,46.734751881031535,-121.40682548788338
2290,46.80715144713859,-121.46041221287126
2300,46.898333056377176,-121.49821783417423
2310,46.98379304691109,-121.42866534688487
2320,47.08447720284155,-121.39108713966942
2330,47.13382473240452,-121.31402219298457
2340,47.21530274258334,-121.34073455027834
2350,47.286877444836804,-121.37828514284476
2360,47.365241134673234,-121.44904842132539
2370,47.43377687624256,-121.3928614928462
2380,47.455959246151146,-121.29753161841161
2390,47.48997893199404,-121.2491138056033
2400,47.51450963805121,-121.20993773753317
2410,47.55080395825309,-121.13072915863425
2420,47.64764887892987,-121.15134332055835
2430,47.70833107278022,-121.07287858535548
2440,47.77823596446867,-121.11236936374303
2450,47.8439004894918,-121.15230075335535
2460,47.92946080574243,-121.18126676828915
2470,47.99956507783197,-121.12440846986769
2480,48.08571655333444,-121.16420292117861
2490,48.156951315559766,-121.16902410646426
2500,48.16710721865536,-121.12050871979467
2510,48.19899738347352,-121.06647606338302
2520,48.19129777728602,-120.96219644613198
2530,48.26215880279635,-120.92663371638625
2540,48.36891883237072,-120.85076034371205
2550,48.45784999636767,-120.8369855876717
2560,48.505224576011656,-120.7314065766801
2570,48.58284191839391,-120.71391461254817
2580,48.65679296320145,-120.72026839535253
2590,48.71278166400553,-120.68119577653557
2600,48.801111554485466,-120.72629914532146
2610,48.881533518422344,-120.76233949840189
2620,48.98346184680146,-120.79903525717539
