track_name,latitude,longitude,color
CDT,31.5146268,-108.2654635,#00AA00
CDT,31.5147717,-108.2656626,#00AA00
CDT,31.5150483,-108.2660111,#00AA00
CDT,31.5153951,-108.2663235,#00AA00
CDT,31.5156001,-108.2665284,#00AA00
CDT,31.5158182,-108.2667413,#00AA00
CDT,31.5160245,-108.2669644,#00AA00
CDT,31.5161372,-108.2671189,#00AA00
CDT,31.5162294,-108.2672957,#00AA00
CDT,31.5162733,-108.2674897,#00AA00
CDT,31.5162923,-108.2676734,#00AA00
CDT,31.5162733,-108.2679343,#00AA00
CDT,31.5162265,-108.2681626,#00AA00
CDT,31.5161665,-108.2684287,#00AA00
CDT,31.5161065,-108.2686587,#00AA00
CDT,31.5160406,-108.2688595,#00AA00
CDT,31.5159411,-108.2691015,#00AA00
CDT,31.5159192,-108.2691977,#00AA00
CDT,31.5159177,-108.2693316,#00AA00
CDT,31.5159513,-108.2694998,#00AA00
CDT,31.5160128,-108.2698002,#00AA00
CDT,31.5160596,-108.2700971,#00AA00
CDT,31.5160977,-108.2703889,#00AA00
CDT,31.5161065,-108.2705898,#00AA00
CDT,31.5161196,-108.2707237,#00AA00
CDT,31.5161533,-108.2708301,#00AA00
CDT,31.516184,-108.27094,#00AA00
CDT,31.516206,-108.2710721,#00AA00
CDT,31.5162499,-108.2713519,#00AA00
CDT,31.5162952,-108.2715184,#00AA00
CDT,31.5163699,-108.2717536,#00AA00
CDT,31.5164767,-108.2720488,#00AA00
CDT,31.5165659,-108.27226,#00AA00
CDT,31.5166318,-108.272411,#00AA00
CDT,31.5167211,-108.2725896,#00AA00
CDT,31.5168396,-108.2727818,#00AA00
CDT,31.516983,-108.2729947,#00AA00
CDT,31.5170693,-108.2731182,#00AA00
CDT,31.5172054,-108.2732745,#00AA00
CDT,31.5172976,-108.2733963,#00AA00
CDT,31.5173913,-108.2735628,#00AA00
CDT,31.5174674,-108.2737087,#00AA00
CDT,31.5176415,-108.2739594,#00AA00
CDT,31.5176842,-108.2740159,#00AA00
CDT,31.5177205,-108.2740641,#00AA00
CDT,31.5177981,-108.2742083,#00AA00
CDT,31.5179722,-108.2744572,#00AA00
CDT,31.5181844,-108.2747644,#00AA00
CDT,31.518417,-108.2751146,#00AA00
CDT,31.5187831,-108.2756429,#00AA00
CDT,31.5192614,-108.2763419,#00AA00
CDT,31.5193843,-108.2765359,#00AA00
CDT,31.5195848,-108.2768191,#00AA00
CDT,31.5197121,-108.2770045,#00AA00
CDT,31.5197852,-108.2771109,#00AA00
CDT,31.5198569,-108.277171,#00AA00
CDT,31.5199316,-108.2771968,#00AA00
CDT,31.5200047,-108.2772276,#00AA00
CDT,31.5200545,-108.277274,#00AA00
CDT,31.5201306,-108.2773976,#00AA00
CDT,31.5202505,-108.277583,#00AA00
CDT,31.5203296,-108.2776945,#00AA00
CDT,31.5203852,-108.2777581,#00AA00
CDT,31.5204759,-108.2778113,#00AA00
CDT,31.5205114,-108.2778307,#00AA00
CDT,31.5206354,-108.2778988,#00AA00
CDT,31.5207963,-108.2779795,#00AA00
CDT,31.520909,-108.2780293,#00AA00
CDT,31.52107,-108.2780653,#00AA00
CDT,31.5211797,-108.2781065,#00AA00
CDT,31.5213407,-108.2781992,#00AA00
CDT,31.5215894,-108.278352,#00AA00
CDT,31.5219582,-108.2785494,#00AA00
CDT,31.5224923,-108.2788669,#00AA00
CDT,31.5226649,-108.2789596,#00AA00
CDT,31.522823,-108.2790197,#00AA00
CDT,31.5231127,-108.2791176,#00AA00
CDT,31.5232502,-108.2791742,#00AA00
CDT,31.5233307,-108.2792171,#00AA00
CDT,31.5233965,-108.2792669,#00AA00
CDT,31.5234843,-108.279339,#00AA00
CDT,31.5235794,-108.2793939,#00AA00
CDT,31.5236526,-108.2794437,#00AA00
CDT,31.5237126,-108.2795038,#00AA00
CDT,31.5237638,-108.2795965,#00AA00
CDT,31.5238194,-108.2797218,#00AA00
CDT,31.5238955,-108.2799158,#00AA00
CDT,31.5239584,-108.2800428,#00AA00
CDT,31.5240257,-108.2801526,#00AA00
CDT,31.5240974,-108.2802797,#00AA00
CDT,31.5241823,-108.280417,#00AA00
CDT,31.5242715,-108.28052,#00AA00
CDT,31.5243813,-108.2806298,#00AA00
CDT,31.5244486,-108.2807019,#00AA00
CDT,31.5245218,-108.2808049,#00AA00
CDT,31.5246139,-108.2809285,#00AA00
CDT,31.5246988,-108.2810195,#00AA00
CDT,31.5247851,-108.2811379,#00AA00
CDT,31.5248466,-108.2812444,#00AA00
CDT,31.5248963,-108.2813319,#00AA00
CDT,31.5249885,-108.2814503,#00AA00
CDT,31.5250631,-108.2815499,#00AA00
CDT,31.5251553,-108.2817113,#00AA00
CDT,31.5252446,-108.2819035,#00AA00
CDT,31.5253207,-108.2820855,#00AA00
CDT,31.5254172,-108.2823155,#00AA00
CDT,31.5255065,-108.28247,#00AA00
CDT,31.5256001,-108.2825987,#00AA00
CDT,31.5257084,-108.2827206,#00AA00
CDT,31.5258445,-108.2828356,#00AA00
CDT,31.5259557,-108.2828957,#00AA00
CDT,31.5260786,-108.2829403,#00AA00
CDT,31.5261737,-108.2829746,#00AA00
CDT,31.5262395,-108.2830107,#00AA00
CDT,31.5263317,-108.2830982,#00AA00
CDT,31.5264722,-108.2832424,#00AA00
CDT,31.52662,-108.2833677,#00AA00
CDT,31.5268453,-108.283548,#00AA00
CDT,31.5270618,-108.283687,#00AA00
CDT,31.5273384,-108.2838106,#00AA00
CDT,31.5275915,-108.2839496,#00AA00
CDT,31.5278563,-108.2840955,#00AA00
CDT,31.5279895,-108.2841505,#00AA00
CDT,31.528108,-108.2841848,#00AA00
CDT,31.5282748,-108.2842088,#00AA00
CDT,31.5284928,-108.2842706,#00AA00
CDT,31.5287533,-108.2843564,#00AA00
CDT,31.5289361,-108.2844079,#00AA00
CDT,31.5290825,-108.28448,#00AA00
CDT,31.5293663,-108.284638,#00AA00
CDT,31.5296867,-108.2848628,#00AA00
CDT,31.5299955,-108.2850843,#00AA00
CDT,31.5304271,-108.2853297,#00AA00
CDT,31.5306612,-108.2854773,#00AA00
CDT,31.5308572,-108.2856061,#00AA00
CDT,31.531144,-108.2857554,#00AA00
CDT,31.531343,-108.2858722,#00AA00
CDT,31.5315054,-108.2859786,#00AA00
CDT,31.5316224,-108.286073,#00AA00
CDT,31.531719,-108.2861828,#00AA00
CDT,31.5317848,-108.2862721,#00AA00
CDT,31.5318463,-108.286382,#00AA00
CDT,31.5319121,-108.286485,#00AA00
CDT,31.5319926,-108.2865759,#00AA00
CDT,31.5321082,-108.2866858,#00AA00
CDT,31.5322047,-108.2868025,#00AA00
CDT,31.5323657,-108.2869879,#00AA00
CDT,31.5325252,-108.2871681,#00AA00
CDT,31.5327197,-108.287417,#00AA00
CDT,31.5328397,-108.2875595,#00AA00
CDT,31.5329685,-108.2876745,#00AA00
CDT,31.5333489,-108.2879801,#00AA00
CDT,31.5338419,-108.2883629,#00AA00
CDT,31.5339765,-108.2884744,#00AA00
CDT,31.5340775,-108.2885723,#00AA00
CDT,31.534196,-108.2886959,#00AA00
CDT,31.5343379,-108.2888298,#00AA00
CDT,31.5344374,-108.288895,#00AA00
CDT,31.5345691,-108.2889739,#00AA00
CDT,31.534689,-108.2890478,#00AA00
CDT,31.5347695,-108.2891198,#00AA00
CDT,31.5348924,-108.2892709,#00AA00
CDT,31.535046,-108.2894323,#00AA00
CDT,31.5351967,-108.2895644,#00AA00
CDT,31.5354615,-108.2897533,#00AA00
CDT,31.535858,-108.2899987,#00AA00
CDT,31.5362369,-108.2902099,#00AA00
CDT,31.5365368,-108.290409,#00AA00
CDT,31.53673,-108.2905514,#00AA00
CDT,31.5368397,-108.2906476,#00AA00
CDT,31.5370065,-108.290845,#00AA00
CDT,31.5371498,-108.2910166,#00AA00
CDT,31.5372654,-108.2911866,#00AA00
CDT,31.5373532,-108.2913153,#00AA00
CDT,31.537482,-108.2914578,#00AA00
CDT,31.5376312,-108.2916174,#00AA00
CDT,31.537719,-108.2917238,#00AA00
CDT,31.5377819,-108.2918234,#00AA00
CDT,31.537874,-108.2919882,#00AA00
CDT,31.5379911,-108.2921736,#00AA00
CDT,31.5381608,-108.292419,#00AA00
CDT,31.5382793,-108.2925873,#00AA00
CDT,31.5384066,-108.2927057,#00AA00
CDT,31.5386099,-108.2928619,#00AA00
CDT,31.5388045,-108.2930027,#00AA00
CDT,31.5389289,-108.2930696,#00AA00
CDT,31.5390444,-108.2931314,#00AA00
CDT,31.5391688,-108.2932207,#00AA00
CDT,31.5392917,-108.293291,#00AA00
CDT,31.5394175,-108.2933734,#00AA00
CDT,31.5395477,-108.2934146,#00AA00
CDT,31.5397949,-108.293497,#00AA00
CDT,31.5399427,-108.2935571,#00AA00
CDT,31.5400392,-108.2936189,#00AA00
CDT,31.5401899,-108.2937751,#00AA00
CDT,31.540307,-108.2939193,#00AA00
CDT,31.5404211,-108.2940343,#00AA00
CDT,31.5405542,-108.294127,#00AA00
CDT,31.5407605,-108.2942729,#00AA00
CDT,31.5409989,-108.2944137,#00AA00
CDT,31.5412564,-108.2945321,#00AA00
CDT,31.5414027,-108.2946231,#00AA00
CDT,31.541571,-108.2947467,#00AA00
CDT,31.5417392,-108.2948462,#00AA00
CDT,31.5418606,-108.2948926,#00AA00
CDT,31.5419616,-108.2949166,#00AA00
CDT,31.5421313,-108.2949132,#00AA00
CDT,31.5422863,-108.2949046,#00AA00
CDT,31.5423887,-108.2949149,#00AA00
CDT,31.5425292,-108.2949561,#00AA00
CDT,31.542693,-108.2950196,#00AA00
CDT,31.542832,-108.2950539,#00AA00
CDT,31.5430383,-108.2950745,#00AA00
CDT,31.543189,-108.2951003,#00AA00
CDT,31.543347,-108.2951466,#00AA00
CDT,31.5435956,-108.2951998,#00AA00
CDT,31.5438092,-108.2952685,#00AA00
CDT,31.5442525,-108.2954093,#00AA00
CDT,31.5445656,-108.2955208,#00AA00
CDT,31.5447821,-108.2955775,#00AA00
CDT,31.545022,-108.2955998,#00AA00
CDT,31.5451302,-108.2956118,#00AA00
CDT,31.5452604,-108.2956616,#00AA00
CDT,31.5454096,-108.2957423,#00AA00
CDT,31.5455398,-108.2957972,#00AA00
CDT,31.5456822,-108.2958241,#00AA00
CDT,31.5458449,-108.2958677,#00AA00
CDT,31.5460497,-108.2959312,#00AA00
CDT,31.5461975,-108.2959896,#00AA00
CDT,31.5463043,-108.2960565,#00AA00
CDT,31.5464038,-108.2961269,#00AA00
CDT,31.5465419,-108.29621,#00AA00
CDT,31.5467036,-108.2962917,#00AA00
CDT,31.5468587,-108.2963844,#00AA00
CDT,31.5469582,-108.2964582,#00AA00
CDT,31.5470416,-108.2965406,#00AA00
